year,country,isocode,tasa_homicidio
2001,Nepal,NPL,3.3992407
2002,Nepal,NPL,3.387424
2003,Nepal,NPL,2.9468143
2004,Nepal,NPL,3.5976954
2005,Nepal,NPL,3.337203
2006,Nepal,NPL,2.2962177
2007,Nepal,NPL,3.1394079
2008,Nepal,NPL,3.3049233
2009,Nepal,NPL,2.9661758
2010,Nepal,NPL,2.9734526
2011,Nepal,NPL,2.472283
2012,Nepal,NPL,2.3315852
2013,Nepal,NPL,2.1964483
2014,Nepal,NPL,2.0164518
2015,Nepal,NPL,2.1492524
2016,Nepal,NPL,2.207082
2017,Nepal,NPL,2.2490957
2018,Nepal,NPL,2.346892
2019,Nepal,NPL,1.9532582
2020,Nepal,NPL,2.1300414
2023,Nepal,NPL,NA
1990,Netherlands,NLD,0.8981511
1991,Netherlands,NLD,1.1679244
1992,Netherlands,NLD,1.2633547999999999
1993,Netherlands,NLD,1.247586
1994,Netherlands,NLD,1.1042625
1995,Netherlands,NLD,1.2399589
1996,Netherlands,NLD,1.3491025
1997,Netherlands,NLD,1.3228505
1998,Netherlands,NLD,1.1120162
1999,Netherlands,NLD,1.273511
2000,Netherlands,NLD,1.1208836
2001,Netherlands,NLD,1.2482462
2002,Netherlands,NLD,1.1971966
2003,Netherlands,NLD,1.2341974
2004,Netherlands,NLD,1.1628214
2005,Netherlands,NLD,1.0567416
2006,Netherlands,NLD,0.77604675
2007,Netherlands,NLD,0.8650228
2008,Netherlands,NLD,0.9037638
2009,Netherlands,NLD,0.92303175
2010,Netherlands,NLD,0.85861295
2011,Netherlands,NLD,0.8486115
2012,Netherlands,NLD,0.8572175
2013,Netherlands,NLD,0.7367215
2014,Netherlands,NLD,0.7222511
2015,Netherlands,NLD,0.6079229
2016,Netherlands,NLD,0.5463626
2017,Netherlands,NLD,0.7623285
2018,Netherlands,NLD,0.57401067
2019,Netherlands,NLD,0.71275806
2020,Netherlands,NLD,0.6860682
2021,Netherlands,NLD,0.71063733
2022,Netherlands,NLD,0.79868543
2023,Netherlands,NLD,0.69089305
2023,Netherlands Antilles,ANT,NA
2006,New Caledonia,NCL,3.2317162
2007,New Caledonia,NCL,4.7861204
2008,New Caledonia,NCL,4.3336945
2009,New Caledonia,NCL,3.1098213
2023,New Caledonia,NCL,NA
1990,New Zealand,NZL,1.8648356
1991,New Zealand,NZL,1.5398839
1992,New Zealand,NZL,1.8853929
1993,New Zealand,NZL,1.1590492
1994,New Zealand,NZL,1.5700179
1995,New Zealand,NZL,1.0613896
1996,New Zealand,NZL,1.2870778
1997,New Zealand,NZL,1.5885834
1998,New Zealand,NZL,1.2856266
1999,New Zealand,NZL,1.1732333
2000,New Zealand,NZL,1.3479974
2001,New Zealand,NZL,1.3104602
2002,New Zealand,NZL,1.5185573
2003,New Zealand,NZL,1.0938236
2004,New Zealand,NZL,1.1018851
2005,New Zealand,NZL,1.4752092
2006,New Zealand,NZL,1.171705
2007,New Zealand,NZL,1.1365613
2008,New Zealand,NZL,1.1966708
2009,New Zealand,NZL,1.5565815
2010,New Zealand,NZL,0.98901266
2011,New Zealand,NZL,0.8898623
2012,New Zealand,NZL,0.9293519
2013,New Zealand,NZL,1.032814
2014,New Zealand,NZL,0.9507
2015,New Zealand,NZL,1.0403056
2016,New Zealand,NZL,1.0604972
2017,New Zealand,NZL,0.7272347
2018,New Zealand,NZL,1.122255
2019,New Zealand,NZL,2.2848427
2020,New Zealand,NZL,1.0256623
2021,New Zealand,NZL,1.1551195
2022,New Zealand,NZL,1.4614942
2023,New Zealand,NZL,NA
1990,Nicaragua,NIC,16.143915
1991,Nicaragua,NIC,17.184563
1992,Nicaragua,NIC,18.957886
1993,Nicaragua,NIC,17.109247
1994,Nicaragua,NIC,15.93646
1995,Nicaragua,NIC,15.22745
1996,Nicaragua,NIC,13.995849
1997,Nicaragua,NIC,14.117678
1998,Nicaragua,NIC,13.084461
1999,Nicaragua,NIC,11.3241415
2000,Nicaragua,NIC,9.4771
2001,Nicaragua,NIC,10.554608
2002,Nicaragua,NIC,10.75747
2003,Nicaragua,NIC,12.185846
2004,Nicaragua,NIC,12.251296
2005,Nicaragua,NIC,13.646305
2006,Nicaragua,NIC,13.323847
2007,Nicaragua,NIC,12.988328
2008,Nicaragua,NIC,13.198023
2009,Nicaragua,NIC,14.178125
2010,Nicaragua,NIC,13.682036
2011,Nicaragua,NIC,12.682481
2012,Nicaragua,NIC,11.404293
2013,Nicaragua,NIC,9.926728
2014,Nicaragua,NIC,8.654096
2015,Nicaragua,NIC,8.521133
2016,Nicaragua,NIC,7.2681584
2017,Nicaragua,NIC,6.823689
2018,Nicaragua,NIC,10.6561165
2019,Nicaragua,NIC,7.943048
2021,Nicaragua,NIC,11.34732
2023,Nicaragua,NIC,NA
2011,Niger,NER,4.8380666
2012,Niger,NER,4.4178405
2023,Niger,NER,NA
2016,Nigeria,NGA,32.43901
2019,Nigeria,NGA,21.099298
2023,Nigeria,NGA,15.746681
2023,Niue,NIU,NA
2023,Norfolk Island,NFK,NA
2023,North Korea,PRK,NA
1998,North Macedonia,MKD,2.3557496000000002
1999,North Macedonia,MKD,1.85539
2000,North Macedonia,MKD,2.2846005
2001,North Macedonia,MKD,2.6617613
2002,North Macedonia,MKD,2.8922856
2003,North Macedonia,MKD,3.3631032
2004,North Macedonia,MKD,2.3483398
2006,North Macedonia,MKD,2.201765
2007,North Macedonia,MKD,2.0173182
2008,North Macedonia,MKD,1.6901402
2009,North Macedonia,MKD,1.6985357
2010,North Macedonia,MKD,2.0960221
2011,North Macedonia,MKD,1.4702672
2012,North Macedonia,MKD,1.4304821
2013,North Macedonia,MKD,1.0927442
2014,North Macedonia,MKD,1.7518977
2015,North Macedonia,MKD,1.2623929
2016,North Macedonia,MKD,0.9687652
2017,North Macedonia,MKD,1.5972148
2018,North Macedonia,MKD,1.3022674
2019,North Macedonia,MKD,1.2120311
2020,North Macedonia,MKD,0.58760196
2021,North Macedonia,MKD,0.756304
2022,North Macedonia,MKD,0.978137
2023,North Macedonia,MKD,1.5285499
2000,Northern Africa (UN),NA,5.6221533
2001,Northern Africa (UN),NA,5.657658
2002,Northern Africa (UN),NA,5.6416407
2003,Northern Africa (UN),NA,5.524605
2004,Northern Africa (UN),NA,5.322769
2005,Northern Africa (UN),NA,5.4085035
2006,Northern Africa (UN),NA,5.4581766
2007,Northern Africa (UN),NA,5.450488
2008,Northern Africa (UN),NA,5.542121
2009,Northern Africa (UN),NA,5.4588156
2010,Northern Africa (UN),NA,5.808938
2011,Northern Africa (UN),NA,6.152811
2012,Northern Africa (UN),NA,6.0066915
2013,Northern Africa (UN),NA,6.1729116
2014,Northern Africa (UN),NA,6.359972
2015,Northern Africa (UN),NA,5.9007554
2016,Northern Africa (UN),NA,5.9312654
2017,Northern Africa (UN),NA,5.913747
2018,Northern Africa (UN),NA,5.6768475
2019,Northern Africa (UN),NA,5.7237487
2020,Northern Africa (UN),NA,5.576344
2021,Northern Africa (UN),NA,5.6406083
2022,Northern Africa (UN),NA,5.6273575
2023,Northern Africa (UN),NA,5.347669
2000,Northern America (UN),NA,5.1664004
2001,Northern America (UN),NA,6.212261
2002,Northern America (UN),NA,5.278202
2003,Northern America (UN),NA,5.2962165
2004,Northern America (UN),NA,5.351563
2005,Northern America (UN),NA,5.3935356
2006,Northern America (UN),NA,5.4062667
2007,Northern America (UN),NA,5.293345
2008,Northern America (UN),NA,5.0489535
2009,Northern America (UN),NA,4.6862946
2010,Northern America (UN),NA,4.4292464
2011,Northern America (UN),NA,4.380895
2012,Northern America (UN),NA,4.3786364
2013,Northern America (UN),NA,4.174326
2014,Northern America (UN),NA,4.0955696
2015,Northern America (UN),NA,4.5561404
2016,Northern America (UN),NA,4.933838
2017,Northern America (UN),NA,4.8683543
2018,Northern America (UN),NA,4.5763807
2019,Northern America (UN),NA,4.6220436
2020,Northern America (UN),NA,5.9168477
2021,Northern America (UN),NA,6.3041677
2022,Northern America (UN),NA,6.0818944
2023,Northern America (UN),NA,5.3759007
2000,Northern Europe (UN),NA,2.1891286
2001,Northern Europe (UN),NA,2.1869552
2002,Northern Europe (UN),NA,2.264491
2003,Northern Europe (UN),NA,1.9914985
2004,Northern Europe (UN),NA,2.0657835
2005,Northern Europe (UN),NA,1.9043604
2006,Northern Europe (UN),NA,1.8218338
2007,Northern Europe (UN),NA,1.8301947
2008,Northern Europe (UN),NA,1.644511
2009,Northern Europe (UN),NA,1.494161
2010,Northern Europe (UN),NA,1.487556
2011,Northern Europe (UN),NA,1.3932568
2012,Northern Europe (UN),NA,1.2408482
2013,Northern Europe (UN),NA,1.2089732
2014,Northern Europe (UN),NA,1.1572702
2015,Northern Europe (UN),NA,1.1860032
2016,Northern Europe (UN),NA,1.2832443
2017,Northern Europe (UN),NA,1.2595491
2018,Northern Europe (UN),NA,1.1963129
2019,Northern Europe (UN),NA,1.197022
2020,Northern Europe (UN),NA,1.1224165
2021,Northern Europe (UN),NA,1.1180164
2022,Northern Europe (UN),NA,1.0692662
2023,Northern Europe (UN),NA,1.0595449
1991,Northern Ireland,NA,7.092662
1992,Northern Ireland,NA,6.6532655
1993,Northern Ireland,NA,6.1752853
1994,Northern Ireland,NA,5.049562
1995,Northern Ireland,NA,1.3340359
1996,Northern Ireland,NA,2.1062121
1997,Northern Ireland,NA,2.3934023
1998,Northern Ireland,NA,4.470222
1999,Northern Ireland,NA,2.0250077
2000,Northern Ireland,NA,2.6738858
2001,Northern Ireland,NA,3.3751018
2002,Northern Ireland,NA,2.2385414
2005,Northern Ireland,NA,1.7942587
2006,Northern Ireland,NA,1.7210588
2007,Northern Ireland,NA,1.6461531
2008,Northern Ireland,NA,1.3489573
2009,Northern Ireland,NA,1.6171007
2010,Northern Ireland,NA,1.2743561
2011,Northern Ireland,NA,1.2125769
2012,Northern Ireland,NA,1.1515468
2013,Northern Ireland,NA,1.0930604
2014,Northern Ireland,NA,0.9236631
2015,Northern Ireland,NA,1.2421548
2016,Northern Ireland,NA,1.020333
2017,Northern Ireland,NA,1.2828503
2018,Northern Ireland,NA,1.2223374
2019,Northern Ireland,NA,1.5314202
2020,Northern Ireland,NA,1.1078813
2021,Northern Ireland,NA,1.0508804
2022,Northern Ireland,NA,1.4132107
2023,Northern Ireland,NA,0.5207297
2023,Northern Mariana Islands,MNP,NA
1990,Norway,NOR,1.1081144
1991,Norway,NOR,1.1732621
1992,Norway,NOR,1.0731965
1993,Norway,NOR,0.8812898
1994,Norway,NOR,0.7609882
1995,Norway,NOR,0.9635254
1996,Norway,NOR,0.98148096
1997,Norway,NOR,0.86265874
1998,Norway,NOR,0.85753363
1999,Norway,NOR,0.73961395
2000,Norway,NOR,1.068836
2001,Norway,NOR,0.8197344
2002,Norway,NOR,1.0136592
2004,Norway,NOR,0.7840161
2005,Norway,NOR,0.71380305
2006,Norway,NOR,0.70807946
2007,Norway,NOR,0.63707656
2008,Norway,NOR,0.7130721
2009,Norway,NOR,0.60058534
2010,Norway,NOR,0.5931487
2011,Norway,NOR,2.2410805
2012,Norway,NOR,0.53801394
2013,Norway,NOR,0.9054896
2014,Norway,NOR,0.5644884
2015,Norway,NOR,0.46244815
2016,Norway,NOR,0.5156625
2017,Norway,NOR,0.5306244
2018,Norway,NOR,0.47065446
2019,Norway,NOR,0.5235866
2020,Norway,NOR,0.576286
2021,Norway,NOR,0.5362336
2022,Norway,NOR,0.5497726
2023,Norway,NOR,0.72474706
2000,Oceania (UN),NA,3.0789611
2001,Oceania (UN),NA,2.9210212
2002,Oceania (UN),NA,3.069172
2003,Oceania (UN),NA,3.2175164
2004,Oceania (UN),NA,3.036313
2005,Oceania (UN),NA,3.038544
2006,Oceania (UN),NA,3.0438612
2007,Oceania (UN),NA,2.6264672
2008,Oceania (UN),NA,2.819844
2009,Oceania (UN),NA,3.0792515
2010,Oceania (UN),NA,2.888813
2011,Oceania (UN),NA,2.8935752
2012,Oceania (UN),NA,2.8700137
2013,Oceania (UN),NA,2.8892314
2014,Oceania (UN),NA,2.8886049
2015,Oceania (UN),NA,2.9086704
2016,Oceania (UN),NA,2.8520174
2017,Oceania (UN),NA,2.7840083
2018,Oceania (UN),NA,2.9063976
2019,Oceania (UN),NA,3.0322094
2020,Oceania (UN),NA,2.8957584
2021,Oceania (UN),NA,2.861799
2022,Oceania (UN),NA,3.0185483
2023,Oceania (UN),NA,2.9442976
2002,Oman,OMN,1.1980453
2003,Oman,OMN,1.4806695
2004,Oman,OMN,1.7464918
2005,Oman,OMN,2.154645
2006,Oman,OMN,4.8115253
2007,Oman,OMN,1.4395913
2008,Oman,OMN,1.7894338
2009,Oman,OMN,1.3782011
2010,Oman,OMN,1.7407413
2011,Oman,OMN,1.1050575
2012,Oman,OMN,1.099488
2013,Oman,OMN,2.5300522
2014,Oman,OMN,0.29981717
2015,Oman,OMN,0.3823274
2016,Oman,OMN,0.36439186
2017,Oman,OMN,0.3746642
2018,Oman,OMN,0.28273916
2019,Oman,OMN,0.50095385
2020,Oman,OMN,0.30956355
2021,Oman,OMN,0.24442141
2022,Oman,OMN,0.25368768
2023,Oman,OMN,0.13863392
2023,Orange Free State,NA,NA
1990,Pakistan,PAK,7.067246
1996,Pakistan,PAK,6.540264
1997,Pakistan,PAK,6.527666
1998,Pakistan,PAK,6.9927897
1999,Pakistan,PAK,6.1979723
2000,Pakistan,PAK,5.750291
2001,Pakistan,PAK,6.0230713
2002,Pakistan,PAK,5.7994437
2003,Pakistan,PAK,5.5927153
2004,Pakistan,PAK,5.6128345
2005,Pakistan,PAK,5.5752754
2006,Pakistan,PAK,5.59208
2007,Pakistan,PAK,5.721619
2008,Pakistan,PAK,6.3636184
2009,Pakistan,PAK,6.426187
2010,Pakistan,PAK,6.620188
2011,Pakistan,PAK,6.8025856
2012,Pakistan,PAK,6.667401
2013,Pakistan,PAK,6.602898
2014,Pakistan,PAK,6.196076
2015,Pakistan,PAK,4.3655767
2016,Pakistan,PAK,3.8684673
2017,Pakistan,PAK,3.688294
2018,Pakistan,PAK,3.631534
2019,Pakistan,PAK,3.472257
2020,Pakistan,PAK,3.5531652
2021,Pakistan,PAK,3.7865722
2022,Pakistan,PAK,4.0775433
2023,Pakistan,PAK,4.334871
2023,Pakistan (former),NA,NA
2015,Palau,PLW,16.88286
2016,Palau,PLW,0
2017,Palau,PLW,0
2018,Palau,PLW,11.2268095
2023,Palau,PLW,NA
1995,Palestine,PSE,1.1757785
1996,Palestine,PSE,4.3686857
1997,Palestine,PSE,1.5736601
1998,Palestine,PSE,1.5187885
1999,Palestine,PSE,1.76687
2000,Palestine,PSE,1.3325751
2001,Palestine,PSE,1.727177
2002,Palestine,PSE,2.5584192
2004,Palestine,PSE,2.7624488
2005,Palestine,PSE,2.3331645
2008,Palestine,PSE,1.2274616
2009,Palestine,PSE,1.1220924
2010,Palestine,PSE,0.9708942
2011,Palestine,PSE,0.72887933
2012,Palestine,PSE,0.56935275
2013,Palestine,PSE,0.55616575
2014,Palestine,PSE,0.54349285
2015,Palestine,PSE,0.6634871
2016,Palestine,PSE,0.41012454
2017,Palestine,PSE,0.50603634
2018,Palestine,PSE,0.35047266
2019,Palestine,PSE,0.32272586
2020,Palestine,PSE,0.35505116
2021,Palestine,PSE,0.65569526
2022,Palestine,PSE,0.622023
2023,Palestine,PSE,NA
1990,Panama,PAN,11.32114
1991,Panama,PAN,11.721248
1992,Panama,PAN,12.142103
1993,Panama,PAN,11.777759
1994,Panama,PAN,12.099438
1995,Panama,PAN,13.837111
1996,Panama,PAN,8.920135
1997,Panama,PAN,11.10447
1998,Panama,PAN,9.710032
1999,Panama,PAN,9.655054
2000,Panama,PAN,9.932339
2001,Panama,PAN,9.968932
2002,Panama,PAN,12.015298
2003,Panama,PAN,10.564902
2004,Panama,PAN,9.473557
2005,Panama,PAN,10.986937
2006,Panama,PAN,6.5481005
2007,Panama,PAN,8.116387
2008,Panama,PAN,14.083105
2009,Panama,PAN,15.767114
2010,Panama,PAN,12.677293
2011,Panama,PAN,14.863932
2012,Panama,PAN,16.944845
2013,Panama,PAN,17.33184
2014,Panama,PAN,15.518613
2015,Panama,PAN,11.893836
2016,Panama,PAN,10.051907
2017,Panama,PAN,9.222421
2018,Panama,PAN,9.6212435
2019,Panama,PAN,11.334922
2020,Panama,PAN,11.646159
2021,Panama,PAN,12.657048
2022,Panama,PAN,11.338917
2023,Panama,PAN,12.469837
1998,Papua New Guinea,PNG,9.71665
1999,Papua New Guinea,PNG,8.412265
2000,Papua New Guinea,PNG,8.397953
2001,Papua New Guinea,PNG,7.611153
2002,Papua New Guinea,PNG,7.9338236
2003,Papua New Guinea,PNG,9.944486
2005,Papua New Guinea,PNG,9.225961
2006,Papua New Guinea,PNG,9.040091
2007,Papua New Guinea,PNG,7.4676757
2008,Papua New Guinea,PNG,8.394819
2009,Papua New Guinea,PNG,9.410731
2010,Papua New Guinea,PNG,9.34038
2023,Papua New Guinea,PNG,NA
2000,Paraguay,PRY,19.506483
2001,Paraguay,PRY,25.329197
2002,Paraguay,PRY,26.077066
2003,Paraguay,PRY,24.124947
2004,Paraguay,PRY,22.438026
2005,Paraguay,PRY,16.280914
2006,Paraguay,PRY,13.478294
2007,Paraguay,PRY,14.084288
2008,Paraguay,PRY,14.839032
2009,Paraguay,PRY,14.476561
2010,Paraguay,PRY,12.913972
2011,Paraguay,PRY,11.299093
2012,Paraguay,PRY,11.005581
2013,Paraguay,PRY,10.096207
2014,Paraguay,PRY,9.522537
2015,Paraguay,PRY,10.017693
2016,Paraguay,PRY,10.705497
2017,Paraguay,PRY,8.534926
2018,Paraguay,PRY,7.7325425
2019,Paraguay,PRY,8.503378
2020,Paraguay,PRY,7.283752
2021,Paraguay,PRY,7.8543644
2022,Paraguay,PRY,6.981769
2023,Paraguay,PRY,6.779516
2011,Peru,PER,5.518002
2012,Peru,PER,6.659816
2013,Peru,PER,6.750974
2014,Peru,PER,6.8933854
2015,Peru,PER,7.377469
2016,Peru,PER,7.888813
2017,Peru,PER,7.939438
2018,Peru,PER,7.687103
2019,Peru,PER,7.349927
2020,Peru,PER,5.795013
2021,Peru,PER,8.604808
2023,Peru,PER,NA
1990,Philippines,PHL,14.765809
1991,Philippines,PHL,13.523914
1992,Philippines,PHL,12.579231
1993,Philippines,PHL,11.488122
1994,Philippines,PHL,9.339417
1998,Philippines,PHL,7.8017154
1999,Philippines,PHL,7.334741
2000,Philippines,PHL,7.202476
2001,Philippines,PHL,7.189058
2002,Philippines,PHL,7.8886333
2007,Philippines,PHL,6.54624
2008,Philippines,PHL,6.2783785
2009,Philippines,PHL,9.628725
2010,Philippines,PHL,8.973695
2011,Philippines,PHL,8.640326
2012,Philippines,PHL,8.469135
2016,Philippines,PHL,10.451047
2017,Philippines,PHL,7.6470804
2018,Philippines,PHL,5.1623673
2019,Philippines,PHL,4.299457
2023,Philippines,PHL,4.3475914
2023,Pitcairn,PCN,NA
1990,Poland,POL,1.7842383
1991,Poland,POL,2.225254
1992,Poland,POL,2.2414815
1993,Poland,POL,2.36324
1994,Poland,POL,2.391489
1995,Poland,POL,2.2233999
1996,Poland,POL,2.2758574
1997,Poland,POL,2.1043952
1998,Poland,POL,1.9803563
1999,Poland,POL,1.9353467
2000,Poland,POL,2.2348225
2001,Poland,POL,2.0288985
2002,Poland,POL,1.8729037
2008,Poland,POL,0.8579873
2009,Poland,POL,1.0183634
2010,Poland,POL,1.007997
2011,Poland,POL,1.1044621
2012,Poland,POL,1.0693407
2013,Poland,POL,0.7971926
2014,Poland,POL,0.75003046
2015,Poland,POL,0.7787528
2016,Poland,POL,0.6795029
2017,Poland,POL,0.75022954
2018,Poland,POL,0.71389216
2019,Poland,POL,0.66185516
2020,Poland,POL,0.6968639
2021,Poland,POL,0.71765995
2022,Poland,POL,0.70338625
2023,Poland,POL,0.8023147
2000,Polynesia (UN),NA,3.762862
2001,Polynesia (UN),NA,4.1468596
2002,Polynesia (UN),NA,5.081087
2003,Polynesia (UN),NA,4.4390574
2004,Polynesia (UN),NA,3.9512851
2005,Polynesia (UN),NA,4.550601
2006,Polynesia (UN),NA,4.837938
2007,Polynesia (UN),NA,3.8992593
2008,Polynesia (UN),NA,4.954539
2009,Polynesia (UN),NA,4.2105293
2010,Polynesia (UN),NA,3.7421393
2011,Polynesia (UN),NA,3.389332
2012,Polynesia (UN),NA,2.439599
2013,Polynesia (UN),NA,2.2621887
2014,Polynesia (UN),NA,2.4694703
2015,Polynesia (UN),NA,2.8216069
2016,Polynesia (UN),NA,2.4383118
2017,Polynesia (UN),NA,3.6634016
2018,Polynesia (UN),NA,5.586116
2019,Polynesia (UN),NA,2.3608367
2020,Polynesia (UN),NA,3.447622
2021,Polynesia (UN),NA,3.4499614
2022,Polynesia (UN),NA,3.4525998
2023,Polynesia (UN),NA,3.4491193
1990,Portugal,PRT,1.5503137
1991,Portugal,PRT,1.5252329
1992,Portugal,PRT,1.4323524
1993,Portugal,PRT,1.4023925
1994,Portugal,PRT,1.4302164
1995,Portugal,PRT,1.0865501
1996,Portugal,PRT,1.0528774
1997,Portugal,PRT,1.127535
1998,Portugal,PRT,1.2303724
1999,Portugal,PRT,1.0670717
2000,Portugal,PRT,1.1280531
2001,Portugal,PRT,1.0140691
2002,Portugal,PRT,1.1427975
2005,Portugal,PRT,1.2853478
2010,Portugal,PRT,1.1721711
2011,Portugal,PRT,1.0798469
2012,Portugal,PRT,1.1604514
2013,Portugal,PRT,1.3768971
2014,Portugal,PRT,0.88408846
2015,Portugal,PRT,0.9642953
2016,Portugal,PRT,0.63790476
2017,Portugal,PRT,0.7356611
2018,Portugal,PRT,0.7844768
2019,Portugal,PRT,0.7057768
2020,Portugal,PRT,0.7810602
2021,Portugal,PRT,0.78914785
2022,Portugal,PRT,0.71997195
2023,Portugal,PRT,NA
1990,Puerto Rico,PRI,16.944136
1991,Puerto Rico,PRI,22.861654
1992,Puerto Rico,PRI,23.957462
1993,Puerto Rico,PRI,26.228928
1994,Puerto Rico,PRI,27.140717
1995,Puerto Rico,PRI,23.391825
1996,Puerto Rico,PRI,23.333647
1997,Puerto Rico,PRI,19.329449
1998,Puerto Rico,PRI,17.291876
1999,Puerto Rico,PRI,15.627981
2000,Puerto Rico,PRI,19.26577
2001,Puerto Rico,PRI,21.033236
2002,Puerto Rico,PRI,21.518286
2003,Puerto Rico,PRI,21.492138
2004,Puerto Rico,PRI,22.192057
2005,Puerto Rico,PRI,21.776917
2006,Puerto Rico,PRI,20.735048
2007,Puerto Rico,PRI,20.568216
2008,Puerto Rico,PRI,23.31209
2009,Puerto Rico,PRI,25.595617
2010,Puerto Rico,PRI,27.726662
2011,Puerto Rico,PRI,32.005775
2012,Puerto Rico,PRI,27.835506
2013,Puerto Rico,PRI,25.618496
2014,Puerto Rico,PRI,19.745516
2015,Puerto Rico,PRI,17.43421
2016,Puerto Rico,PRI,20.25312
2017,Puerto Rico,PRI,21.59037
2018,Puerto Rico,PRI,20.181953
2019,Puerto Rico,PRI,19.251661
2020,Puerto Rico,PRI,16.972927
2021,Puerto Rico,PRI,19.426966
2022,Puerto Rico,PRI,17.649046
2023,Puerto Rico,PRI,14.589658
2024,Puerto Rico,PRI,15.082295
1990,Qatar,QAT,0.9087284
1991,Qatar,QAT,0.879406
1992,Qatar,QAT,1.277528
1993,Qatar,QAT,0.8255176
1994,Qatar,QAT,1.0010822
1998,Qatar,QAT,0.34450683
1999,Qatar,QAT,0.4897955
2000,Qatar,QAT,0.1550414
2001,Qatar,QAT,0.7375447
2004,Qatar,QAT,0.64655244
2005,Qatar,QAT,0.7269137
2006,Qatar,QAT,0.5139639
2007,Qatar,QAT,0.74466634
2008,Qatar,QAT,0.8409613
2009,Qatar,QAT,0.50439787
2010,Qatar,QAT,0.23402357
2011,Qatar,QAT,0.22087854
2012,Qatar,QAT,0.36704618
2013,Qatar,QAT,0.4427737
2014,Qatar,QAT,0.40570292
2015,Qatar,QAT,0.24718513
2016,Qatar,QAT,0.46164995
2017,Qatar,QAT,0.44334275
2018,Qatar,QAT,0.362169
2019,Qatar,QAT,0.39314905
2020,Qatar,QAT,0.42805547
2021,Qatar,QAT,0.31971785
2022,Qatar,QAT,0.06914541
2023,Qatar,QAT,NA
2023,Republic of Vietnam,OWID_RVN,NA
2004,Reunion,REU,2.88582
2005,Reunion,REU,3.1241252
2006,Reunion,REU,2.3553345
2007,Reunion,REU,2.931373
2008,Reunion,REU,2.1674004
2009,Reunion,REU,1.7889781
2023,Reunion,REU,NA
1990,Romania,ROU,3.4699926
1991,Romania,ROU,3.5995343
1992,Romania,ROU,3.661774
1993,Romania,ROU,3.2264771
1994,Romania,ROU,3.4100533
1995,Romania,ROU,3.3454378
1996,Romania,ROU,3.2029228
1997,Romania,ROU,3.0921607
1998,Romania,ROU,2.5173995
1999,Romania,ROU,2.553442
2000,Romania,ROU,2.5219696
2001,Romania,ROU,3.1888807
2002,Romania,ROU,3.0133188
2003,Romania,ROU,3.2231996
2004,Romania,ROU,2.275359
2005,Romania,ROU,2.041164
2006,Romania,ROU,1.6971123
2007,Romania,ROU,1.8159416
2008,Romania,ROU,1.4576174
2009,Romania,ROU,1.2538316
2010,Romania,ROU,1.3018428
2011,Romania,ROU,1.0107479
2012,Romania,ROU,1.051668
2013,Romania,ROU,1.0865816
2014,Romania,ROU,1.62759
2015,Romania,ROU,1.706002
2016,Romania,ROU,1.5472479
2017,Romania,ROU,1.295113
2018,Romania,ROU,1.2756487
2019,Romania,ROU,1.2511832
2020,Romania,ROU,1.4490161
2021,Romania,ROU,1.2676536
2022,Romania,ROU,1.2886885
2023,Romania,ROU,1.1088748
2024,Romania,ROU,1.1201626
1990,Russia,RUS,14.193224
1991,Russia,RUS,15.136325
1992,Russia,RUS,22.772572
1993,Russia,RUS,30.418112
1994,Russia,RUS,32.300785
1995,Russia,RUS,30.518965
1996,Russia,RUS,26.39235
1997,Russia,RUS,23.668655
1998,Russia,RUS,22.726913
1999,Russia,RUS,25.960669
2000,Russia,RUS,28.00615
2001,Russia,RUS,29.374348
2002,Russia,RUS,30.322153
2003,Russia,RUS,28.645853
2004,Russia,RUS,27.039518
2005,Russia,RUS,24.644897
2006,Russia,RUS,20.016245
2007,Russia,RUS,17.640097
2008,Russia,RUS,12.647081
2009,Russia,RUS,12.274349
2010,Russia,RUS,11.595555
2011,Russia,RUS,11.229227
2012,Russia,RUS,11.259882
2013,Russia,RUS,11.087514
2014,Russia,RUS,11.39619
2015,Russia,RUS,11.455697
2016,Russia,RUS,10.88225
2017,Russia,RUS,9.093161
2018,Russia,RUS,8.170448
2019,Russia,RUS,7.644691
2020,Russia,RUS,7.308127
2021,Russia,RUS,6.7651253
2024,Russia,RUS,7.8214107
2023,Russia,RUS,NA
2006,Rwanda,RWA,3.4303856
2007,Rwanda,RWA,2.8063023
2008,Rwanda,RWA,1.468748
2010,Rwanda,RWA,2.820436
2012,Rwanda,RWA,2.3638258
2013,Rwanda,RWA,3.236176
2014,Rwanda,RWA,3.7660286
2015,Rwanda,RWA,2.5171773
2016,Rwanda,RWA,3.288816
2017,Rwanda,RWA,3.8518085
2018,Rwanda,RWA,2.2821918
2019,Rwanda,RWA,3.1621535
2020,Rwanda,RWA,3.6124742
2023,Rwanda,RWA,NA
2023,Saint Barthelemy,BLM,NA
1994,Saint Helena,SHN,0
1995,Saint Helena,SHN,0
1996,Saint Helena,SHN,0
1997,Saint Helena,SHN,0
1998,Saint Helena,SHN,0
1999,Saint Helena,SHN,0
2000,Saint Helena,SHN,0
2001,Saint Helena,SHN,0
2002,Saint Helena,SHN,0
2003,Saint Helena,SHN,0
2004,Saint Helena,SHN,17.695984
2005,Saint Helena,SHN,0
2006,Saint Helena,SHN,0
2007,Saint Helena,SHN,0
2008,Saint Helena,SHN,0
2009,Saint Helena,SHN,0
